word,reading,meaning,,source,,related
枯槁之士,ここうのし,地位や財産などを失い、痩せ衰えた人のこと。 または、隠居している人のたとえ。 「枯槁」は植物が枯れるということから、人が痩せ衰えること。,,『荘子』「徐無鬼」,,
股肱之力,ここうのちから,主君を補佐する能力。 または、全身の力。 「股肱」は手足のことで、一番信頼できる人物のたとえ。,,『春秋左氏伝』「僖公九年」,,
虎口余生,ここうよせい,極めて危険な状況から、奇跡的に助かること。 「虎口」は虎の口のことから、極めて危険な目に遭うことのたとえ。 「余生」は死にそうな状況から生き残ること。,,,,
個個別別,ここべつべつ,一つひとつ。ひとりひとり。 「個別」を重ねて強調した言葉。,個々別々（ここべつべつ）,,,
孤雌寡鶴,こしかかく,夫を失い、一人になった女性のたとえ。 「孤雌」はつがいの雄を失って孤独な雌。 「寡鶴」はつれあいのいない鶴のこと。,,『文選』王褒「洞簫腑,,
五色霜林,ごしきのそうりん,美しい紅葉の風景。 「五色」は色鮮やかな様子。 「霜林」は霜がふった後の林。 秋の終わり頃の風景を言い表す言葉で、霜がふることで、木々の葉の色が紅や黄色に変化することから。,,銭惟善「南江夕照」,,
呉市吹簫,ごしすいしょう,すぐれた能力のある人が一時的に貧しく苦しくなり、物乞いをすることのたとえ。 「吹簫」はたて笛を吹くこと。 呉の市中でたて笛を吹いて物乞いをするという意味から。 「呉市に簫を吹く」とも読む。 中国の春秋時代、楚の伍子胥は呉の市中で乞食をしていたが、後に呉の王に仕えて功績をあげたという故事から。,,『史記』「范雎伝」,,
五趣生死,ごしゅしょうじ,人々が自ら作った善悪が原因で、五つの世界に生まれ変わること。 「五趣」は仏教の言葉で、生き物が自身で作った功績と罪、過ちによって死後に生まれ変わる五つの世界、地獄、餓鬼、畜生、人、天のこと。 「生死」は生きることと死ぬこと。または、生と死を繰り返すこと。,,,,
五障三従,ごしょうさんじゅう（ごしょうさんしょう）,女性が持っているとされていた五つの障害と、女性に従わされていた三つのこと。 「五障」は仏教の言葉で、梵天、帝釈天、魔王、転輪聖王、仏のことで、この五つは女性がなれないとされていた。 「三従」は幼少時は親に従い、結婚後は夫に従い、老いたら子に従うべきということ。,五障三従（ごしょうさんしょう）,『法華題目抄』,,
顧小失大,こしょうしつだい,目の前の小さな利益を得ようとして、大きな利益を失うこと。 「小」と「大」は利益の規模のこと。 「小を顧みて大を失う」とも読む。,,『易林』「賁之蒙」,,因小失大（いんしょうしつだい） 貪小失大（どんしょうしつだい）
覧古考新,らんここうしん,古いものを参考にして新しいものを考察すること。,,『漢書』「叙伝」,５,温故知新（おんこちしん）
孤掌難鳴,こしょうなんめい,何かを成そうとしても、一人ではどうすることもできないということ。 「孤掌」は片手の手の平のことで、拍手は片手ではできないということから、協力しなければできないということのたとえ。 「孤掌鳴り難し」とも読む。,,『韓非子』「功名」,,
梧前灯火,ごぜんとうか,書斎で本を読むこと。 「梧前」は桐の机の前のこと。 桐の机の前の明かりの下という意味から。,,,,
涸沢之蛇,こたくのへび,互いが利用し合い、どちらも利益を得ること。 「涸沢」は干上がった沢。 干上がった沢に住んでいた大蛇が、人に殺されないために小さな蛇と協力して、互いの尾を口に含んで、小さい蛇を大蛇が背負って道を通ると、人々は小さな蛇を神と恐れ、二匹とも無事に他の場所へ移動したという寓話から。,,『韓非子』「説林・上」,,
刻苦精進,こっくしょうじん,自身を傷つけるほどに専念して努力すること。 「刻苦」は自身の心身を苦しめるほどに努力すること。 「精進」は苦労しながらも努力すること。,,,,精励刻苦（せいれいこっく）
滑稽之雄,こっけいのゆう,次々と様々な知恵が出てくる賢い人。 「滑稽」はすぐれた表現で、是非を言いくるめること。または、そのような人のこと。,,『漢書』「東方朔伝」,,
骨肉之親,こつにくのしん,家族のこと。 または、親しい関係の愛情が深いこと。 「骨肉」は骨と肉のように離れがたい関係という意味から、近い血縁者、肉親。 「親」は親しさという意味。,,『呂氏春秋』李秋紀「精通」,,
木端微塵,こっぱみじん,極めて細かく砕けること。 「木端」は材木の切れ端のことで、つまらないもののたとえ。 「微塵」は細かい塵や埃のことで、非常に細かいもののたとえ。,,,,
固定観念,こていかんねん,強く思い込んでいて、変えることの難しい考えのこと。 「固定」は一定の状態から変化しないこと。 「観念」は物事に対する意識や考えのこと。 一つの考えに拘束され、適切な判断ができないという悪い意味で使われることが多い言葉。,,,,
孤灯一穂,ことういっすい,だた一つだけ灯っている明かり。 「一穂」は一本の穂のこと。形が似ていることから、一つの灯火のたとえ。 寂しく孤独な人のたとえとしても使われる言葉。,,,,
蘭摧玉折,らんさいぎょくせつ,美しい女性や賢い人の死をたとえた言葉。 蘭の花が散り、玉が砕けるという意味。 出典の「蘭摧玉折と為（な）るとも、蕭敷艾栄（しょうふがいえい）とは作（な）らず」は、ただ漠然と生きるよりも、潔く死ぬ方が本望であるという意味。,,『世説新語』「言語」,１,
小春日和,こはるびより,冬の初めの春のように暖かく、穏やかに晴れた天候のこと。 「小春」は陰暦十月の別名。 「日和」は晴れている天気のこと。 「小春日」ともいう。,,,,
虎豹之文,こひょうのぶん,才能と知恵のどちらもある人は、才能と知恵があるために災いを招くということのたとえ。 虎や豹は毛皮が美しいために、狩りをする気を起こさせるという意味から。 「文」は文様。,,『荘子』「応帝王」,,
顧復之恩,こふくのおん,育ててもらった親への恩のこと。 「顧復」は親が何度も振り返って、子を心配すること。,,『詩経』「小雅・蓼莪」,,
五方雑処,ごほうざっしょ,大都市の生活の複雑な様子。 「五方」は東、西、南、北、中央の五つということから、あらゆる地方のたとえ。 「雑」は入り混じっていること。 「処」は住むこと。 あらゆる地方の人々や文化が、一つの大きな都市に入り交じって住むという意味から。,,『漢書』「地理志・下」,,
枯木朽株,こぼくきゅうしゅ,老人のたとえ。 または、年をとって衰えた人や、弱くなった力のたとえ。 「枯木」は枯れた木。 「朽株」は枯れてぼろぼろに朽ちた切り株。 どちらも年老いたことのたとえ。または、力が衰えたことのたとえ。,,『文選』鄒陽「獄中上書自明」,,
