word,reading,example,,,level,meaning
一蹴,いっしゅう,仮にﾔﾝ･ｳｪﾝﾘｰが ﾌｪｻﾞｰﾝへの帰路を絶たんとしても 我が軍は前進して正面の敵をいっしゅうし 惑星ハイネセンを討ち イゼルローン回廊から帝国本土に帰るだけのことだ,,,2,"flatly rejecting, curtly refusing, brushing aside,  beating easily, defeating handily"
払拭,ふっしょく,「とにかく、こういうのは最初が肝心なのっ。あんたもこれを機に、マイナスイメージをふっしょくして――」,,,2,"wiping out, sweeping away, eradicating, dispelling"
拭く,ふく,タオルで体をふきました。,,,2,"to wipe, to dry"
拭う,ぬぐう,「のう、ノーコよ。　わらわには、おぬしの寂しさを、ぬぐってやれぬか？」,,,2,"to wipe, to mop up,  to get rid of"
尻,しり,「残ってない！　あのな、前にもそれ言われたが、あんたいつ私のおしりを確かめた……？」,,,2,"buttocks, behind, rump, bottom, hips,  undersurface, bottom,  last place"
尻尾,しっぽ,「本当に耳としっぽついてる！　どういうこと！？」  「やれやれ……百聞は一見にしかず、じゃな」,,,2,tail (animal)
芯,しん,えっ 全然！　私なんて全然！ 五十鈴（いすず）さんのほうが落ち着いててしんが強そうで それに大人っぽくて  凄く羨ましいな,,,2,the center; the core; the heart
腎臓,じんぞう,かんぞうとじんぞうはどちらも大切な器官です,,,2,kidney
腎虚,じんきょ,「この御歳でじんきょなんて……。　どうしましょうさよ、 『勃たない景明さまも好きです！』って言って差し上げたいけどかえって傷つけてしまうかしら？」,,,2,(male) emaciation due to sexual overindulgence
必須,ひっす,この仕事には日本語力がひっすです,,,2,"indispensable, essential, requisite, required, compulsory, necessary"
急須,きゅうす,茶碗のお湯をきゅうすに淹れていきます。,,,2,small teapot
裾,すそ,「ほれ、この袖口が、だらんとしているところがポイント。あとはすそから伸びる白い脚」,,,2,"hem, (trouser) cuff, shirttail"
凄い,すごい,すごい雨になった。,,,2,"terrible, dreadful,  amazing (e.g. of strength), great (e.g. of skills), wonderful, terrific,  to a great extent"
凄まじい,すさまじい,それはすさまじい音量で谺のように呼応し 世界を這いずり回っているという,,,2,"terrific, fierce, terrible, tremendous, dreadful, awful"
凄惨,せいさん,まさに この学校でとんでもなくせいさんな出来事が… 何があったんですか？,,,2,"ghastly, gruesome, appalling, lurid"
覚醒,かくせい,おやじは言ってた 後天的にかくせいするきっかけは 過度のストレスだって,,,2,"waking up, awakening, arousal, revival,  disillusion"
親戚,しんせき,もう何だか 不愛想だけども親切なしんせきのおじさんみたいだった 勘弁してほしい もっと私に嫌われるようなことをしてほしい,,,2,"relative, relation, kin"
姻戚,いんせき,紋章を欲する貴族といんせき関係を結び、金銭的な援助を得られれば、と・・,,,2,"relative by marriage, affinity"
脊髄,せきずい,じゃあ　激辛パフェとか！ いい加減せきずい反射的な発想はやめないか？,,,2,spinal cord
脊椎,せきつい,全てを防ぐのは不可能！せきついに腱… どこでもいい 削げば歩みは止められる！,,,2,"spine, vertebral column"
煎じる,せんじる,お目が高いね　旦那 そいつは人魚のツメだ せんじて飲めばホレ薬になんだよ,,,2,"to boil, to decoct, to infuse"
煎餅,せんべい,結局 せんべい１袋 食われちまっただけだったな,,,2,"rice cracker, Japanese cracker, rice cookie"
羨ましい,うらやましい,彼の才能はうらやましい程だね。,,,2,"envious, jealous,  enviable (position, etc.)"
羨望,せんぼう,いや 実にせんぼうの至りだよ 俺なんぞどんなに高熱にうなされても 思考が良識と羞恥心の台座から離れないものな,,,2,envy
涙腺,るいせん,年だわね　るいせん　緩くって…。,,,2,"tear gland, lacrimal gland"
乳腺,にゅうせん,「これはねぇ、にゅうせんが刺激されておっぱい大きくなるおまじないなんだよ」,,,2,mammary gland
所詮,しょせん,いい加減にしろよ お前ら 刀剣なんぞ しょせんは道具 一驚するに 爪楊枝と そう違いはねえ,,,2,after all
詮索,せんさく,あれもこれも奇策のうちだ　そなたはせんさくせんでもよい,,,2,"inquiry into, enquiry into, prying (into), investigation, search, exploration"
詮議,せんぎ,せんぎは以上です。 彼らを連れていきなさい。,,,2,"discussion, examination,  investigation (of a criminal), questioning"
膳,ぜん,「……わーった！　わーったよ！　ここまでおぜん立てされといて――」,,,2,"small dining table (usu. for a single person), serving tray (with legs),  meal"
配膳室,はいぜんしつ,あっ 向こうにいた はいぜんしつだ,,,2,pantry
曽祖父,そうそふ,長寿を保ち そうそふをしのぐ97歳まで生きたが彼が死去した時 世はジギスムント２世から ｵﾄﾌﾘｰﾄ２世を経て ｵｯﾄｰ･ﾊｲﾝﾂ１世の時代であり 70年以上も前に帝位に就き損ねた 老人の名を記憶する者は宮廷内にはもはや存在しなかったという,,,2 (常用 Variant),"great-grandfather, great-granddad, great-grandad,"
未曽有,みぞう,このみぞうのチャンスを 最大限に生かすんだ！,,,2 (常用 Variant),"unprecedented, unheard-of, record-breaking"
狙う,ねらう,「貴方は湊斗景明に復讐を誓う者か。　俺に近親を殺され、その怨恨に懸けて俺の命をねらう者か？」,,,2,"to aim at to be after (something), to have an eye on"
狙撃,そげき,ヤン艦隊は待ち構えて そこへ砲火を集中してくるだろう 我々は穴から出たところをそげきされて 反撃のすべもなく 薙ぎ倒されることになる,,,2,"shooting, sniping"
遡る,さかのぼる,この辺りまでさかのぼると 植物と動物との区別をつけるのは難しくなってくる,,,2,"to go upstream to go back (in time, to origin), to date back to"
遡及,そきゅう,その時点ではまだバーラトの和約も反和平活動防止法も成立していない 法のそきゅう適用は同盟憲章の固く戒めるところだ,,,2,"tracing back, retroactivity"
爽やか,さわやか,でも キルヒアイスっていう 名字はいいな とてもさわやかな感じがするよ,,,2,"fresh, refreshing, invigorating,  clear (e.g. voice), fluent"
爽快,そうかい,「そうですね……もっとそうかいな方が良いですね……」,,,2,"refreshing, exhilarating, invigorating, bracing"
痩せる,やせる,時間か　時間があればﾔﾝ･ｳｪﾝﾘｰ一党はより力をつけ 卿ら同盟政府は やせ細るだけのことであろうよ,,,2,"to become thin, to lose weight, to reduce (one's) weight, to slim"
痩身,そうしん,そうしん効果のある 正しい歩き方というのは つま先は踏ん張らず反らせます　肩は引かず巻かず真ん中で力を抜きます,,,2,"slim figure, lean figure,  weight reduction"
捉える,とらえる,あそこのカーブで絶対 とらえてやるぜ,,,2,"to catch, to capture, to seize, to arrest, to grab, to catch hold of"
捕捉,ほそく,「あの六波羅どもは見逃せない。　火勢の弱い箇所を狙って突破しほそく、撃滅する」,,,2,"capture, seizure, prehension, trapping,  apprehension, understanding"
袖,そで,今日は寒いので長そでを着ました。,,,2,"sleeve wing (of a stage, desk, gate, etc.)"
領袖,りょうしゅう,リップシュタット連合軍にあって最強硬派のりょうしゅうであったフレーゲル男爵,,,2,"leader, chief, boss"
謙遜,けんそん,僕の手は食べ物じゃない またまた ごけんそんを おいしかったのは本当です,,,2,"modesty, humility, being humble"
遜色,そんしょく,あらめて見るとすげぇオーラだぜ 総量だけでいったらプロの中堅クラスとそんしょくねえ,,,2,inferiority
唾,つば,彼は地面につばを吐いたよ。,,,2,"saliva, spit, sputum"
唾液,だえき,吸血鬼だったころの後遺症が残っている僕の血やだえきは ケガの治療をすることが可能なのだ,,,2,"saliva, sputum"
眉唾,まゆつば,そんな理不尽なものなど まゆつばものだと思いたいですが,,,2,"fake, counterfeit"
堆く,うずたかく,うずたかく積まれた紙くずの山はその とまどいを 何よりも如実に物語るものかもしれなかった,,,2,"piled up high, in a heap"
堆積,たいせき,島内に火山灰が大量にたいせきした,,,2,"accumulation, pile, heap,  sedimentation"
大和堆,やまとたい,"9月13日付共同通信によると、""日本海の好漁場・やまとたい周辺で8月下旬、外国漁船の 違法操業の警戒に当たっていた海上保安庁の巡視船に対し、  北朝鮮船とみられる高速艇が接近し、乗組員が小銃を向けて 威嚇していたことが13日、海保への取材で分かった。""とのこと。",,,2,日本海中央部に位置する浅い部分（堆、海底山脈）である
頂戴,ちょうだい,それ、ひとつちょうだい。,,,2,"receiving, reception, getting, being given"
戴冠,たいかん,６月22日 新皇帝ラインハルトの即位 およびたいかんの日である,,,2,"coronation, crowning"
誰,だれ,だれかに聞いてみてください。,,,2,who
誰何,すいか,「門前ですいかされる」,,,2,"challenging (an unknown person), asking a person's identity"
一旦,いったん,疲れたでしょう、いったん休みましょう。,,,2,"once for a short time, briefly, temporarily"
元旦,がんたん,その日 俺は日本京都府京都市のとある有名な神社に来ていた がんたんである,,,2,"New Year's Day New Year's morning, morning of New Year's Day"
旦那,だんな,だんなさんは十何年も待って　また祝言挙げたんだって,,,2,"master (of a house, shop, etc.) husband (informal) sir, boss, master"
綻びる,ほころびる,万物には全てほころびがある 人間は言うにおよぼず 大気にも、意志にも、時間にだってだ,,,2,"to come apart at the seams, to be ripped, to be torn"
破綻,はたん,お前様が誰と どんな絆を築こうと 時間が その絆をはたんさせてしまう,,,2,"failure, collapse, breakdown, break-up, bankruptcy"
焼酎,しょうちゅう,だって熊みてぇな先生と冬眠の話３時間半もするんだぞ 芋じょうちゅう飲みながらさ,,,2,"shochu, Japanese spirit distilled from sweet potatoes"
捗る,はかどる,その辺もね、妄想すると結構はかどるので、面白かったりもしますが、それはまた別の機会に喋ろうかなと思います。,,,2,"to make progress, to move right ahead (with the work), to advance"
